"번호","사업장명","소재지전체주소","도로명전체주소","개업일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","판매점영업면적","전화번호","위치정보(X)","위치정보(Y)","상세영업상태명"
"124","지에스25예술의전당점","서울특별시 서초구 서초동 1472번지 16호","서울특별시 서초구 반포대로5길 25 1층 (서초동)","20121116","운영중","","","","","","137868","","070-7789-8980","200917.20996100000  ","442462.97107800000  ","영업중"
"125","지에스25반포타운점","서울특별시 서초구 반포동 734번지 22호","서울특별시 서초구 사평대로53길 36 (반포동)","20121116","운영중","","","","","","137810","","02-511-4325","201890.84133800000  ","445169.39365800000  ","영업중"
"126","(주)코리아세븐방배17호점","서울특별시 서초구 방배동 957번지 3호","서울특별시 서초구 도구로 77 (방배동)","20121116","운영중","","","","","","137845","","02-582-7058","198825.28468000000  ","442664.82660100000  ","영업중"
"127","(주)코리아세븐강남역티지아이점","서울특별시 서초구 서초동 1316번지 19호","서울특별시 서초구 서초대로 405 (서초동)","20121116","운영중","","","","","","137856","","02-534-4462","202246.98245900000  ","444244.68551200000  ","영업중"
"128","(주)코리아세븐방배12호점","서울특별시 서초구 방배동 818번지 1호","서울특별시 서초구 방배중앙로 138 (방배동)","20121116","운영중","","","","","","137832","","02-596-7920","198860.56941000000  ","443542.14521900000  ","영업중"
"129","(주)코리아세븐방배효령점","서울특별시 서초구 서초동 1490번지 49호","서울특별시 서초구 효령로 165 (서초동)","20121116","운영중","","","","","","137870","","02-523-4978","200197.95461700000  ","442566.08403700000  ","영업중"
"130","(주)코리아세븐반포9호점","서울특별시 서초구 반포동 73번지 6호","서울특별시 서초구 서래로6길 25 (반포동)","20121116","운영중","","","","","","137804","","02-596-0548","199975.90622900000  ","444265.84169100000  ","영업중"
"131","(주)코리아세븐방배8호점","서울특별시 서초구 방배동 761번지 7호","서울특별시 서초구 방배중앙로 185 (방배동)","20121116","운영중","","","","","","137828","","02-599-2210","198728.98617500000  ","444012.43214600000  ","영업중"
"132","(주)코리아세븐방배9호점","서울특별시 서초구 방배동 794번지 19호","서울특별시 서초구 동광로19길 19 (방배동)","20121116","운영중","","","","","","137830","","02-596-3024","199021.73953900000  ","443766.78858200000  ","영업중"
"133","(주)코리아세븐양재시민의숲역점","서울특별시 서초구 양재동 319번지 11호","서울특별시 서초구 강남대로12길 23-48 (양재동)","20121116","운영중","","","","","","137896","","02-529-2636","203507.20269300000  ","441220.44216900000  ","영업중"
"134","(주)코리아세븐반포3호점","서울특별시 서초구 잠원동 76번지 7호","서울특별시 서초구 반포대로 300-3 (잠원동)","20121116","운영중","","","","","","137909","","02-533-9716","200109.37760300000  ","445145.78634300000  ","영업중"
"135","(주)코리아세븐양재7호점","서울특별시 서초구 양재동 249번지 4호","서울특별시 서초구 마방로 12 (양재동)","20121116","운영중","","","","","","137894","","02-578-6398","203563.83592700000  ","441602.97182500000  ","영업중"
"136","(주)코리아세븐양재11호점","서울특별시 서초구 양재동 97번지","서울특별시 서초구 양재천로21길 28 (양재동)","20121116","운영중","","","","","","137891","","02-574-6754","203488.29805300000  ","441943.69334900000  ","영업중"
"137","(주)코리아세븐양재6호점","서울특별시 서초구 양재동 361번지 11호","서울특별시 서초구 강남대로6길 84 (양재동)","20121116","운영중","","","","","","137898","","02-3462-6816","203989.90565300000  ","441057.55860700000  ","영업중"
"138","(주)코리아세븐양재점","서울특별시 서초구 양재동 376번지 2호","서울특별시 서초구 동산로12길 4 (양재동)","20121116","운영중","","","","","","137898","","02-572-8219","203984.49717500000  ","441347.82286300000  ","영업중"
"139","(주)코리아세븐서초사당역점","서울특별시 서초구 방배동 444번지 16호","서울특별시 서초구 동작대로 18 (방배동)","20121116","운영중","","","","","","137818","","02-586-7110","198415.99121000000  ","442074.17573500000  ","영업중"
"140","(주)코리아세븐방배6호점","서울특별시 서초구 방배동 875번지 21호","서울특별시 서초구 서초대로25길 27 (방배동)","20121116","운영중","","","","","","137840","","02-535-7725","199433.06044500000  ","443288.20573100000  ","영업중"
"141","(주)코리아세븐서초14호점","서울특별시 서초구 서초동 1552번지 7호","서울특별시 서초구 반포대로28길 15 (서초동)","20121116","운영중","","","","","","137873","","02-581-0701","200820.05646800000  ","443461.10837800000  ","영업중"
"142","(주)코리아세븐서초삼성타운점","서울특별시 서초구 서초동 1327번지 1호","서울특별시 서초구 서초대로78길 22 (서초동)","20121116","운영중","","","","","","137858","","02-521-8615","202436.05502500000  ","444038.95822400000  ","영업중"
"143","(주)코리아세븐서초바로세움점","서울특별시 서초구 서초동 1309번지 9호","서울특별시 서초구 서초대로77길 55 (서초동)","20121116","운영중","","","","","","137856","","02-596-0711","202163.36872100000  ","444737.55927900000  ","영업중"
"144","(주)코리아세븐양재10호점","서울특별시 서초구 양재동 61번지 1호","서울특별시 서초구 바우뫼로27길 12 (양재동)","20121116","운영중","","","","","","137889","","02-577-3127","203226.94238400000  ","441998.80486000000  ","영업중"
"145","(주)코리아세븐양재12호점","서울특별시 서초구 양재동 276번지 2호","서울특별시 서초구 논현로19길 15 1층 (양재동)","20121116","운영중","","","","","","137895","","02-577-5874","203953.55983800000  ","441876.47737100000  ","영업중"
"146","(주)코리아세븐반포2호점","서울특별시 서초구 반포동 1188번지","서울특별시 서초구 신반포로 41 (반포동)","20121116","운영중","","","","","","137812","","02-596-2224","199030.14642500000  ","444722.01054500000  ","영업중"
"147","(주)코리아세븐영동점","서울특별시 서초구 반포동 722번지 38호","서울특별시 서초구 강남대로 521-4 (반포동)","20121116","운영중","","","","","","137809","","02-549-4294","201955.93478200000  ","445448.26654800000  ","영업중"
"148","(주)코리아세븐방배18호점","서울특별시 서초구 방배동 476번지 1호","서울특별시 서초구 효령로 28 (방배동)","20121116","운영중","","","","","","137820","","02-587-4637","198942.55912300000  ","442027.55709900000  ","영업중"
"149","(주)코리아세븐서초19호점","서울특별시 서초구 서초동 1668번지 12호","서울특별시 서초구 사임당로17길 113 (서초동)","20121116","운영중","","","","","","137881","","02-3472-2483","201662.15367800000  ","443767.60824100000  ","영업중"
"150","(주)코리아세븐서초10호점","서울특별시 서초구 서초동 1687번지","서울특별시 서초구 서초중앙로24길 43 (서초동)","20121116","운영중","","","","","","137882","","02-595-2480","201681.76760700000  ","444137.62697700000  ","영업중"
"151","(주)코리아세븐서초교대역점","서울특별시 서초구 서초동 1657번지 3호","서울특별시 서초구 서초중앙로 122 (서초동)","20121116","운영중","","","","","","137881","","02-521-9037","201251.24713500000  ","443693.40709000000  ","영업중"
"152","(주)코리아세븐서초17호점","서울특별시 서초구 서초동 1555번지 18호","서울특별시 서초구 반포대로30길 48 (서초동)","20121116","운영중","","","","","","137873","","02-522-9546","200997.08437900000  ","443634.18523900000  ","영업중"
"153","(주)코리아세븐서초13호점","서울특별시 서초구 서초동 1578번지 1호","서울특별시 서초구 반포대로24길 96 (서초동)","20121116","운영중","","","","","","137875","","02-522-1196","201239.69409100000  ","443264.29335300000  ","영업중"
"154","(주)코리아세븐방배7호점","서울특별시 서초구 방배동 751번지 7호","서울특별시 서초구 사평대로2길 16 (방배동)","20121116","운영중","","","","","","137828","","02-534-6306","198762.49636600000  ","444265.24787800000  ","영업중"
"155","(주)코리아세븐잠원본점","서울특별시 서초구 잠원동 60번지 6호 거목상가 104호","서울특별시 서초구 신반포로33길 30 104호 (잠원동 거목상가)","20121116","운영중","","","","","","137907","","02-536-7377","200945.65162300000  ","445789.22970500000  ","영업중"
"156","(주)코리아세븐서초16호점","서울특별시 서초구 서초동 1475번지 2호","서울특별시 서초구 반포대로7길 23 (서초동)","20121116","운영중","","","","","","137868","","02-598-9782","200961.84716400000  ","442514.64434100000  ","영업중"
"157","(주)코리아세븐서초21호점","서울특별시 서초구 서초동 1665번지 9호","서울특별시 서초구 서초중앙로18길 43 (서초동)","20121116","운영중","","","","","","137881","","02-3486-2782","201478.79905000000  ","443579.67412700000  ","영업중"
"158","(주)코리아세븐서초20호점","서울특별시 서초구 서초동 1515번지 1호","서울특별시 서초구 명달로22길 4 (서초동)","20121116","운영중","","","","","","137871","","02-525-8948","200395.38867500000  ","443031.35087400000  ","영업중"
"159","씨유 성수에이스점","서울특별시 성동구 성수동2가 648번지 17호 1층","서울특별시 성동구 둘레15길 12 1층 (성수동2가)","20150310","운영중","","","","","","133120","","","204925.12392900000  ","448477.40344000000  ","영업중"
"160","GS25금호벽산점","서울특별시 성동구 금호동1가 633번지 벽산A상가 502-2호","서울특별시 성동구 금호로 102 502-2호 (금호동1가 벽산A상가)","20150313","운영중","","","","","","133778","","2296-9680","202321.58431500000  ","450232.44799500000  ","영업중"
"161","씨유 문래벽산점","서울특별시 영등포구 문래동5가 9번지 101-2호","서울특별시 영등포구 경인로71길 70 101-2호 (문래동5가)","20150316","운영중","","","","","","150095","65.88","02-6098-5060","189928.37783500000  ","446182.13834300000  ","영업중"
"162","씨유 여의도역점","서울특별시 영등포구 여의도동 35번지 5호 107호","서울특별시 영등포구 여의나루로 42 107호 (여의도동)","20150319","운영중","","","","","","150885","42.9","782-3340","193367.46485300000  ","446889.68644200000  ","영업중"
"163","365플러스 금천시흥점","","서울특별시 금천구 금하로24길 81 1층 (시흥동)","20150317","운영중","","","","","","","","3286-1225","191972.01004600000  ","438675.81938100000  ","영업중"
"164","(주)코리아세븐 금천힐스테이트점","","서울특별시 금천구 시흥대로 165 (시흥동)","20150326","운영중","","","","","","","49.5","","191342.23871500000  ","438823.96806100000  ","영업중"
