,번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,약국영업면적,인허가구분명,지정일자,전화번호,위치정보(X),위치정보(Y),상세영업상태명,구별
154,155,국민약국,서울특별시 중구 을지로6가 18번지 51호,서울특별시중구을지로41길22,20000607,운영중,43.8,약국,20000607,02-2273-4466,200562.2606,451948.8527,영업중,중구
155,156,서울시니어스약국,서울특별시 중구 신당동 366번지 97호,서울특별시중구다산로72,20000619,운영중,26.18,약국,20000619,02-2237-5123,200712.554,450153.758,영업중,중구
156,157,새생명약국,서울특별시 중구 신당동 844번지 남산타운5상가,서울특별시중구다산로32,20000628,운영중,32.4,약국,20000628,02-2256-3366,201137.2212,450226.0909,영업중,중구
157,158,성균제일약국,서울특별시 중구 묵정동 29번지 41호,서울특별시중구퇴계로48길31,20000629,운영중,52,약국,20000629,02-2269-6872,200008.8739,451294.7119,영업중,중구
158,159,신평화약국,서울특별시 중구 신당동 217번지 1호 신평화상가 1층 가9호,서울특별시중구청계천로298,20000818,운영중,10.09,약국,20000818,02-2233-2587,200977.9499,452212.6975,영업중,중구
159,160,삼성중앙약국,서울특별시 중구 묵정동 30번지 13호,서울특별시중구퇴계로46길15,20001209,운영중,51.35,약국,20001209,02-2279-5005,200001.1287,451362.4855,영업중,중구
160,161,무릉약국,서울특별시 중구 충무로4가 32번지 16호,서울특별시중구창경궁로1길38,20001227,운영중,24.5,약국,20001227,02-2268-9443,199676.4736,451443.0135,영업중,중구
161,162,행복한약국,서울특별시 중구 신당동 102번지 6호,서울특별시중구다산로230,20030106,운영중,40.18,약국,20030106,02-2235-1145,201410.2962,451552.2855,영업중,중구
162,163,기풍약국,서울특별시 중구 신당동 52번지 13호,서울특별시중구다산로40길56,20030325,운영중,19.95,약국,20030325,02-2252-0450,201685.3866,451517.2018,영업중,중구
163,164,우정약국,서울특별시 종로구 종로4가 177번지,서울특별시종로구종로200-4,20110426,운영중,72,약국,20110426,02-2277-8567,199989.2217,452337.2098,영업중,종로구
164,165,제일약국,서울특별시 종로구 청진동 41번지 2호,서울특별시종로구삼봉로74,20110323,운영중,27,약국,20110323,02-739-3447,198346.2569,452506.2853,영업중,종로구
165,166,종로백제약국,서울특별시 종로구 종로5가 36번지 1호,서울특별시종로구종로235,20110228,운영중,63.14,약국,20110228,02-745-8492,200352.511,452413.0538,영업중,종로구
166,167,종로한사랑약국,서울특별시 종로구 숭인동 310번지 309호,서울특별시종로구종로344,20110317,운영중,45,약국,20110317,02-2232-9339,201420.7786,452575.5883,영업중,종로구
167,168,부광약국,서울특별시 종로구 종로5가 62번지 1호,서울특별시종로구종로223-1,20110726,운영중,76,약국,20110726,02-762-8844,200230.7713,452411.3441,영업중,종로구
168,169,삼원약국,서울특별시 종로구 신문로1가 1번지 1호,서울특별시종로구새문안로103-1,20120402,운영중,19,약국,20120402,02-739-9302,197895.6018,452326.9141,영업중,종로구
169,170,글로리아약국,서울특별시 종로구 평창동 158번지 1호 글로리아타운 A동 109호,서울특별시종로구평창문화로75,20120604,운영중,46,약국,20120604,02-3216-6700,197263.2715,456365.0478,영업중,종로구
170,171,옥광약국,서울특별시 종로구 원남동 135번지 1호,서울특별시종로구창경궁로162-1,20120612,운영중,81,약국,20120612,02 -741-0808,199773.5273,453035.9361,영업중,종로구
171,172,하트약국,서울특별시 종로구 동숭동 1번지 33호 1층,서울특별시종로구대학로128,20120726,운영중,13.53,약국,20120726,02-766-8991,200190.5404,453683.3759,영업중,종로구
172,173,열린온누리약국,서울특별시 종로구 숭인2동 766번지 종로청계힐스테이트상가  가동 101호,서울특별시종로구숭인동길21,20121002,운영중,70.49,약국,20121002,02-2242-3552,201910.7385,452980.4027,영업중,종로구
173,174,종로백세약국,서울특별시 종로구 종로5가 76번지 1층,서울특별시종로구종로221,20121112,운영중,65.1,약국,20121112,02-744-2536,200202.1818,452414.1365,영업중,종로구
174,175,서울종로약국,서울특별시 종로구 명륜4가 95번지,서울특별시종로구대학로117,20130102,운영중,204.6,약국,20130102,02-3676-4000,200146.6677,453584.6514,영업중,종로구
175,176,신동화약국,서울특별시 종로구 종로6가 115번지 1호,서울특별시종로구종로267-1,20130103,운영중,48.2,약국,20130103,02-2277-0234,200677.9045,452423.8825,영업중,종로구
176,177,신두산약국,서울특별시 종로구 창신1동 264번지,서울특별시종로구지봉로39-1,20121105,운영중,19.79,약국,20121105,02-747-4541,201364.9339,452670.7133,영업중,종로구
177,178,동남약국,서울특별시 종로구 종로3가 123-2,서울특별시종로구종로124,20030501,운영중,23,약국,20030501,02-2273-3233,199229.7994,452287.4354,영업중,종로구
178,179,동서약국,서울특별시 종로구 종로5가 182번지 3호,서울특별시종로구종로222,20081120,운영중,30,약국,20081120,2278-2140,200208.2752,452357.6586,영업중,종로구
179,180,진약국,서울특별시 종로구 돈의동 103-68,서울특별시종로구돈화문로9가길20,19681115,운영중,16,약국,19681115,02-765-0473,199209.3729,452514.3828,영업중,종로구
180,181,새명성약국,서울특별시 종로구 신문로1가 33,서울특별시종로구새문안로85,19870813,운영중,29,약국,19870813,02-737-2870,197713.2723,452318.0768,영업중,종로구
181,182,김해약국,서울특별시 종로구 종로5가 138-8,서울특별시종로구종로206,19880517,운영중,48,약국,19880517,02-2267-1551,200060.9868,452351.5171,영업중,종로구
182,183,삼정바로약국,서울특별시 종로구 신문로2가 4-3,서울특별시종로구새문안로27,20000727,운영중,188.5,약국,20000727,02-736-3385,197199.2105,452039.4081,영업중,종로구
183,184,보광약국,서울특별시 종로구 연건동 34번지 3호 1층,서울특별시종로구대학로93-3,20001229,운영중,44,약국,20001229,02-762-2515,200152.1937,453325.7396,영업중,종로구
184,185,한솔약국,서울특별시 종로구 내자동 26번지 한빛빌딩 1층,서울특별시종로구사직로107,20040302,운영중,39,약국,20040302,02-739-3307,197417.0341,452976.4574,영업중,종로구
185,186,대서울약국,서울특별시 종로구 원남동 118번지 1호 2층,서울특별시종로구창경궁로158,20060817,운영중,150,약국,20060817,02-762-6060,199788.8431,452990.1056,영업중,종로구
186,187,새한약국,서울특별시 종로구 종로3가 143번지,서울특별시종로구종로136-1,20130410,운영중,14.34,약국,20130410,02-2273-4514,199358.1429,452294.2471,영업중,종로구
187,188,종오약국,서울특별시 종로구 종로4가 102번지 3호,서울특별시종로구종로195-1,20130422,운영중,82.1,약국,20130422,02-763-7771,199952.3582,452398.4544,영업중,종로구
188,189,보령약국,서울특별시 종로구 종로5가 124번지 4호 124-1124-5,서울특별시종로구종로203,20130501,운영중,128,약국,20130501,02-763-8182,200044.3387,452421.8224,영업중,종로구
189,190,지영오행당약국,서울특별시 종로구 명륜동2가 71-2  1층,서울특별시종로구성균관로32-2,20040621,운영중,14,약국,20040621,02-766-9438,199741.246,453998.3661,영업중,종로구
190,191,새열린약국,서울특별시 종로구 숭인2동 766번지 종로청계힐스테이트 상가  가동 101호,서울특별시종로구숭인동길21,20090401,운영중,44.24,약국,20090401,02-2242-3542,201910.7385,452980.4027,영업중,종로구
192,193,신세계약국,서울특별시 종로구 종로3가 123번지,서울특별시종로구종로124-1,20130830,운영중,28.12,약국,20130830,02-945-2636,199240.0229,452288.3809,영업중,종로구
193,194,중앙약국,서울특별시 종로구 교남동 7번지 1.2층,서울특별시종로구경교장길5,20130814,운영중,74.55,약국,20130814,02-737-7776,196967.6523,451986.9258,영업중,종로구
194,195,신서대문대학약국,서울특별시 종로구 교남동 8번지 2호 1.2층,서울특별시종로구경교장1길1,20131029,운영중,168,약국,20131029,02-730-0737,196964.7577,451996.9297,영업중,종로구
195,196,다나약국,서울특별시 종로구 종로3가 130번지 302호,서울특별시종로구종로128,20131115,운영중,54.54,약국,20131115,02-2263-9293,199286.1155,452290.1209,영업중,종로구
196,197,행복한약국,서울특별시 종로구 통인동 31번지 2호,서울특별시종로구자하문로17길23,20131205,운영중,25.7,약국,20131205,02-722-7439,197298.8076,453527.5669,영업중,종로구
197,198,수약국,서울특별시 종로구 청진동 70호 그랑서울 B104호,서울특별시종로구종로33,20140116,운영중,25.3,약국,20140116,02-778-5985,198360.2027,452380.1694,영업중,종로구
198,199,메디칼약국,서울특별시 종로구 평동 169번지 1층,서울특별시종로구새문안로15-1,20140108,운영중,85.5,약국,20140108,02-739-0399,197127.5232,451963.5398,영업중,종로구
199,200,올리브약국,서울특별시 종로구 신문로1가 24번지 고려빌딩 지하1층,서울특별시종로구새문안로91,20140204,운영중,40.46,약국,20140204,02-737-5035,197770.3309,452327.683,영업중,종로구
200,201,현대약국,서울특별시 종로구 무악동 82번지 113호,서울특별시종로구통일로246-10,20000501,운영중,49,약국,20000501,02-723-3939,196387.2551,452756.2579,영업중,종로구
201,202,대우사약국,서울특별시 중구 남대문로5가 17번지 3호,서울특별시중구세종대로22,20090216,운영중,30.13,약국,20090216,776-6996,197728.3273,451000.5572,영업중,중구
203,204,미소약국,서울특별시 중구 장충동1가 26번지 16호,서울특별시중구장충단로201,20101217,운영중,22.42,약국,20101217,02-2277-8808,200574.2366,451471.3772,영업중,중구
204,205,다산온누리약국,서울특별시 중구 신당2동 374번지 25호,서울특별시중구다산로133-1,20101221,운영중,83.34,약국,20101221,02-2233-5912,200969.114,450706.1753,영업중,중구
205,206,허브약국,서울특별시 중구 신당동 366번지 106호,서울특별시중구다산로82,20110104,운영중,22.43,약국,20110104,02-2235-0502,200741.7885,450237.0951,영업중,중구
206,207,독일사약국,서울특별시 중구 황학동 4번지 1층,서울특별시중구마장로9길45,20110225,운영중,21.1,약국,20110225,02-2236-0005,201706.2662,452314.5222,영업중,중구
207,208,메디팜늘봄약국,서울특별시 중구 신당6동 292번지 72호,서울특별시중구다산로223,20110309,운영중,22.8,약국,20110309,02-2233-9700,201344.8899,451512.076,영업중,중구
208,209,회현약국,서울특별시 중구 남창동 169번지 2호 삼선빌딩 302호,서울특별시중구퇴계로36,20110316,운영중,31.17,약국,20110316,02-3789-6399,197970.612,450880.4854,영업중,중구
209,210,열린약국,서울특별시 중구 황학동 2545번지 지하2층,서울특별시중구청계천로400,20110317,운영중,33.5,약국,20110317,,202011.8001,452413.4129,영업중,중구
210,211,새열린약국,서울특별시 중구 명동2가 50번지 14호 703호,서울특별시중구명동길26,20110328,운영중,14.33,약국,20110328,02-778-7188,198565.6383,451547.2313,영업중,중구
211,212,신등원약국,서울특별시 중구 충무로2가 50번지 2호,서울특별시중구수표로9,20110407,운영중,17.3,약국,20110407,2266-4273,199142.2641,451399.4011,영업중,중구
212,213,온누리정도약국,서울특별시 용산구 원효로2가 81번지 8호 1층,서울특별시용산구원효로53길9,20110905,운영중,66.05,약국,20110905,712-4773,196640.6962,448501.9855,영업중,용산구
213,214,이층성장약국,이촌동 300번지 27호 한강쇼핑센터2층 210 1,서울특별시용산구이촌로224,20110922,운영중,72.8,약국,20110922,599-7881,197513.9159,446740.4089,영업중,용산구
214,215,편한약국,서울특별시 용산구 이촌동 301번지 160호,서울특별시용산구이촌로303,20120102,운영중,45.05,약국,20120102,,198463.069,446654.5715,영업중,용산구
215,216,온누리백합약국,서울특별시 용산구 후암동 105번지 6호,서울특별시용산구후암로33-3,20120102,운영중,64.35,약국,20120102,,198010.3402,449923.0597,영업중,용산구
216,217,소아건강약국,서울특별시 용산구 서계동 223번지 8호,서울특별시용산구청파로93길5,20130809,운영중,39.06,약국,20130809,,197220.7046,450528.7096,영업중,용산구
217,218,제일약국,서울특별시 용산구 한남동 638번지 4호,서울특별시용산구대사관로60,20120914,운영중,20.6,약국,20120914,,200420.5192,448196.9367,영업중,용산구
218,219,서울약국,서울특별시 용산구 갈월동 15번지 3호,서울특별시용산구한강대로312,20120801,운영중,70.4,약국,20120801,,197554.984,449616.5121,영업중,용산구
219,220,이촌약국,이촌동 300번지 27호,서울특별시용산구이촌로224,20130902,운영중,21.6,약국,20130902,,197513.9159,446740.4089,영업중,용산구
220,221,우리약국,서울특별시 용산구 한강로3가 40번지 999호 용산역,서울특별시용산구한강대로23길55,20130729,운영중,22.48,약국,20130729,2012-1507,196883.5107,447808.9973,영업중,용산구
